,id,question,context,answer_start,text,context_id
78776,57344025d058e614000b6b90,What architectural style was Second Presbyterian Church built in?,"Richmond has several historic churches. Because of its early English colonial history from the early 17th century to 1776, Richmond has a number of prominent Anglican/Episcopal churches including Monumental Church, St. Paul's Episcopal Church and St. John's Episcopal Church. Methodists and Baptists made up another section of early churches, and First Baptist Church of Richmond was the first of these, established in 1780. In the Reformed church tradition, the first Presbyterian Church in the City of Richmond was First Presbyterian Church, organized on June 18, 1812. On February 5, 1845, Second Presbyterian Church of Richmond was founded, which was a historic church where Stonewall Jackson attended and was the first Gothic building and the first gas-lit church to be built in Richmond. St. Peter's Church was dedicated and became the first Catholic church in Richmond on May 25, 1834. The city is also home to the historic Cathedral of the Sacred Heart which is the motherchurch for the Roman Catholic Diocese of Richmond.",724,Gothic,17009
78777,57344025d058e614000b6b91,On what date did the oldest Catholic church open in Richmond?,"Richmond has several historic churches. Because of its early English colonial history from the early 17th century to 1776, Richmond has a number of prominent Anglican/Episcopal churches including Monumental Church, St. Paul's Episcopal Church and St. John's Episcopal Church. Methodists and Baptists made up another section of early churches, and First Baptist Church of Richmond was the first of these, established in 1780. In the Reformed church tradition, the first Presbyterian Church in the City of Richmond was First Presbyterian Church, organized on June 18, 1812. On February 5, 1845, Second Presbyterian Church of Richmond was founded, which was a historic church where Stonewall Jackson attended and was the first Gothic building and the first gas-lit church to be built in Richmond. St. Peter's Church was dedicated and became the first Catholic church in Richmond on May 25, 1834. The city is also home to the historic Cathedral of the Sacred Heart which is the motherchurch for the Roman Catholic Diocese of Richmond.",879,"May 25, 1834",17009
78778,57344025d058e614000b6b92,In what year was Richmond's First Baptist Church founded?,"Richmond has several historic churches. Because of its early English colonial history from the early 17th century to 1776, Richmond has a number of prominent Anglican/Episcopal churches including Monumental Church, St. Paul's Episcopal Church and St. John's Episcopal Church. Methodists and Baptists made up another section of early churches, and First Baptist Church of Richmond was the first of these, established in 1780. In the Reformed church tradition, the first Presbyterian Church in the City of Richmond was First Presbyterian Church, organized on June 18, 1812. On February 5, 1845, Second Presbyterian Church of Richmond was founded, which was a historic church where Stonewall Jackson attended and was the first Gothic building and the first gas-lit church to be built in Richmond. St. Peter's Church was dedicated and became the first Catholic church in Richmond on May 25, 1834. The city is also home to the historic Cathedral of the Sacred Heart which is the motherchurch for the Roman Catholic Diocese of Richmond.",419,1780,17009
78779,5734408d879d6814001ca3fb,"Along with Chabad of Virginia, what is the other Orthodox synagogue in Richmond?","The first Jewish congregation in Richmond was Kahal Kadosh Beth Shalom. Kahal Kadosh Beth Shalom was the sixth congregation in the United States. By 1822 K.K. Beth Shalom members worshipped in the first synagogue building in Virginia. They eventually merged with Congregation Beth Ahabah, an offshoot of Beth Shalom. There are two Orthodox Synagogues, Keneseth Beth Israel and Chabad of Virginia. There is an Orthodox Yeshivah K–12 school system known as Rudlin Torah academy, which also includes a post high-school program. There are two Conservative synagogues, Beth El and Or Atid. There are three Reform synagogues, Bonay Kodesh, Beth Ahabah and Or Ami. Along with such religious congregations, there are a variety of other Jewish charitable, educational and social service institutions, each serving the Jewish and general communities. These include the Weinstein Jewish Community Center, Jewish Family Services, Jewish Community Federation of Richmond and Richmond Jewish Foundation.",352,Keneseth Beth Israel,17010
78780,5734408d879d6814001ca3fc,What grades does the Rudlin Torah academy serve?,"The first Jewish congregation in Richmond was Kahal Kadosh Beth Shalom. Kahal Kadosh Beth Shalom was the sixth congregation in the United States. By 1822 K.K. Beth Shalom members worshipped in the first synagogue building in Virginia. They eventually merged with Congregation Beth Ahabah, an offshoot of Beth Shalom. There are two Orthodox Synagogues, Keneseth Beth Israel and Chabad of Virginia. There is an Orthodox Yeshivah K–12 school system known as Rudlin Torah academy, which also includes a post high-school program. There are two Conservative synagogues, Beth El and Or Atid. There are three Reform synagogues, Bonay Kodesh, Beth Ahabah and Or Ami. Along with such religious congregations, there are a variety of other Jewish charitable, educational and social service institutions, each serving the Jewish and general communities. These include the Weinstein Jewish Community Center, Jewish Family Services, Jewish Community Federation of Richmond and Richmond Jewish Foundation.",427,K–12,17010
78781,5734408d879d6814001ca3fd,What sect of Judaism is Rudlin Torah affiliated with?,"The first Jewish congregation in Richmond was Kahal Kadosh Beth Shalom. Kahal Kadosh Beth Shalom was the sixth congregation in the United States. By 1822 K.K. Beth Shalom members worshipped in the first synagogue building in Virginia. They eventually merged with Congregation Beth Ahabah, an offshoot of Beth Shalom. There are two Orthodox Synagogues, Keneseth Beth Israel and Chabad of Virginia. There is an Orthodox Yeshivah K–12 school system known as Rudlin Torah academy, which also includes a post high-school program. There are two Conservative synagogues, Beth El and Or Atid. There are three Reform synagogues, Bonay Kodesh, Beth Ahabah and Or Ami. Along with such religious congregations, there are a variety of other Jewish charitable, educational and social service institutions, each serving the Jewish and general communities. These include the Weinstein Jewish Community Center, Jewish Family Services, Jewish Community Federation of Richmond and Richmond Jewish Foundation.",409,Orthodox,17010
78782,5734408d879d6814001ca3fe,What are the names of the Conservative synagogues in Richmond?,"The first Jewish congregation in Richmond was Kahal Kadosh Beth Shalom. Kahal Kadosh Beth Shalom was the sixth congregation in the United States. By 1822 K.K. Beth Shalom members worshipped in the first synagogue building in Virginia. They eventually merged with Congregation Beth Ahabah, an offshoot of Beth Shalom. There are two Orthodox Synagogues, Keneseth Beth Israel and Chabad of Virginia. There is an Orthodox Yeshivah K–12 school system known as Rudlin Torah academy, which also includes a post high-school program. There are two Conservative synagogues, Beth El and Or Atid. There are three Reform synagogues, Bonay Kodesh, Beth Ahabah and Or Ami. Along with such religious congregations, there are a variety of other Jewish charitable, educational and social service institutions, each serving the Jewish and general communities. These include the Weinstein Jewish Community Center, Jewish Family Services, Jewish Community Federation of Richmond and Richmond Jewish Foundation.",564,Beth El and Or Atid,17010
78783,5734408d879d6814001ca3ff,How many synagogues in the Reform tradition are present in Richmond?,"The first Jewish congregation in Richmond was Kahal Kadosh Beth Shalom. Kahal Kadosh Beth Shalom was the sixth congregation in the United States. By 1822 K.K. Beth Shalom members worshipped in the first synagogue building in Virginia. They eventually merged with Congregation Beth Ahabah, an offshoot of Beth Shalom. There are two Orthodox Synagogues, Keneseth Beth Israel and Chabad of Virginia. There is an Orthodox Yeshivah K–12 school system known as Rudlin Torah academy, which also includes a post high-school program. There are two Conservative synagogues, Beth El and Or Atid. There are three Reform synagogues, Bonay Kodesh, Beth Ahabah and Or Ami. Along with such religious congregations, there are a variety of other Jewish charitable, educational and social service institutions, each serving the Jewish and general communities. These include the Weinstein Jewish Community Center, Jewish Family Services, Jewish Community Federation of Richmond and Richmond Jewish Foundation.",595,three,17010
78784,57344108879d6814001ca405,Where did Richmond's Nation of Islam members initially meet?,"There are seven current masjids in the Greater Richmond area, with three more currently in construction, accommodating the growing Muslim population, the first one being Masjid Bilal. In the 1950s, Muslims from the East End got organized under Nation of Islam (NOI). They used to meet in Temple #24 located on North Avenue. After the NOI split in 1975, the Muslims who joined mainstream Islam, start meeting at Shabaaz Restaurant on Nine Mile Road. By 1976, the Muslims used to meet in a rented church. They tried to buy this church, but due to financial difficulties the Muslims instead bought an old grocery store at Chimbarazoo Boulevard, the present location of Masjid Bilal. Initially, the place was called ""Masjid Muhammad #24"". Only by 1990 did the Muslims renamed it to ""Masjid Bilal"". Masjid Bilal was followed by the Islamic Center of Virginia, ICVA masjid. The ICVA was established in 1973 as a non profit tax exempt organization. With aggressive fundraising, ICVA was able to buy land on Buford road. Construction of the new masjid began in the early 1980s. The rest of the five current masjids in the Richmond area are Islamic Center of Richmond (ICR) in the west end, Masjid Umm Barakah on 2nd street downtown, Islamic Society of Greater Richmond (ISGR) in the west end, Masjidullah in the north side, and Masjid Ar-Rahman in the east end.",288,Temple #24,17011
78785,57344108879d6814001ca406,On what street is Masjid Bilal located?,"There are seven current masjids in the Greater Richmond area, with three more currently in construction, accommodating the growing Muslim population, the first one being Masjid Bilal. In the 1950s, Muslims from the East End got organized under Nation of Islam (NOI). They used to meet in Temple #24 located on North Avenue. After the NOI split in 1975, the Muslims who joined mainstream Islam, start meeting at Shabaaz Restaurant on Nine Mile Road. By 1976, the Muslims used to meet in a rented church. They tried to buy this church, but due to financial difficulties the Muslims instead bought an old grocery store at Chimbarazoo Boulevard, the present location of Masjid Bilal. Initially, the place was called ""Masjid Muhammad #24"". Only by 1990 did the Muslims renamed it to ""Masjid Bilal"". Masjid Bilal was followed by the Islamic Center of Virginia, ICVA masjid. The ICVA was established in 1973 as a non profit tax exempt organization. With aggressive fundraising, ICVA was able to buy land on Buford road. Construction of the new masjid began in the early 1980s. The rest of the five current masjids in the Richmond area are Islamic Center of Richmond (ICR) in the west end, Masjid Umm Barakah on 2nd street downtown, Islamic Society of Greater Richmond (ISGR) in the west end, Masjidullah in the north side, and Masjid Ar-Rahman in the east end.",619,Chimbarazoo Boulevard,17011
78786,57344108879d6814001ca407,What was Masjid Bilal previously known as?,"There are seven current masjids in the Greater Richmond area, with three more currently in construction, accommodating the growing Muslim population, the first one being Masjid Bilal. In the 1950s, Muslims from the East End got organized under Nation of Islam (NOI). They used to meet in Temple #24 located on North Avenue. After the NOI split in 1975, the Muslims who joined mainstream Islam, start meeting at Shabaaz Restaurant on Nine Mile Road. By 1976, the Muslims used to meet in a rented church. They tried to buy this church, but due to financial difficulties the Muslims instead bought an old grocery store at Chimbarazoo Boulevard, the present location of Masjid Bilal. Initially, the place was called ""Masjid Muhammad #24"". Only by 1990 did the Muslims renamed it to ""Masjid Bilal"". Masjid Bilal was followed by the Islamic Center of Virginia, ICVA masjid. The ICVA was established in 1973 as a non profit tax exempt organization. With aggressive fundraising, ICVA was able to buy land on Buford road. Construction of the new masjid began in the early 1980s. The rest of the five current masjids in the Richmond area are Islamic Center of Richmond (ICR) in the west end, Masjid Umm Barakah on 2nd street downtown, Islamic Society of Greater Richmond (ISGR) in the west end, Masjidullah in the north side, and Masjid Ar-Rahman in the east end.",713,Masjid Muhammad #24,17011
78787,57344108879d6814001ca408,What year saw the establishment of the Islamic Center of Virginia?,"There are seven current masjids in the Greater Richmond area, with three more currently in construction, accommodating the growing Muslim population, the first one being Masjid Bilal. In the 1950s, Muslims from the East End got organized under Nation of Islam (NOI). They used to meet in Temple #24 located on North Avenue. After the NOI split in 1975, the Muslims who joined mainstream Islam, start meeting at Shabaaz Restaurant on Nine Mile Road. By 1976, the Muslims used to meet in a rented church. They tried to buy this church, but due to financial difficulties the Muslims instead bought an old grocery store at Chimbarazoo Boulevard, the present location of Masjid Bilal. Initially, the place was called ""Masjid Muhammad #24"". Only by 1990 did the Muslims renamed it to ""Masjid Bilal"". Masjid Bilal was followed by the Islamic Center of Virginia, ICVA masjid. The ICVA was established in 1973 as a non profit tax exempt organization. With aggressive fundraising, ICVA was able to buy land on Buford road. Construction of the new masjid began in the early 1980s. The rest of the five current masjids in the Richmond area are Islamic Center of Richmond (ICR) in the west end, Masjid Umm Barakah on 2nd street downtown, Islamic Society of Greater Richmond (ISGR) in the west end, Masjidullah in the north side, and Masjid Ar-Rahman in the east end.",896,1973,17011
78788,57344108879d6814001ca409,On what street can Shabaaz Restaurant be found?,"There are seven current masjids in the Greater Richmond area, with three more currently in construction, accommodating the growing Muslim population, the first one being Masjid Bilal. In the 1950s, Muslims from the East End got organized under Nation of Islam (NOI). They used to meet in Temple #24 located on North Avenue. After the NOI split in 1975, the Muslims who joined mainstream Islam, start meeting at Shabaaz Restaurant on Nine Mile Road. By 1976, the Muslims used to meet in a rented church. They tried to buy this church, but due to financial difficulties the Muslims instead bought an old grocery store at Chimbarazoo Boulevard, the present location of Masjid Bilal. Initially, the place was called ""Masjid Muhammad #24"". Only by 1990 did the Muslims renamed it to ""Masjid Bilal"". Masjid Bilal was followed by the Islamic Center of Virginia, ICVA masjid. The ICVA was established in 1973 as a non profit tax exempt organization. With aggressive fundraising, ICVA was able to buy land on Buford road. Construction of the new masjid began in the early 1980s. The rest of the five current masjids in the Richmond area are Islamic Center of Richmond (ICR) in the west end, Masjid Umm Barakah on 2nd street downtown, Islamic Society of Greater Richmond (ISGR) in the west end, Masjidullah in the north side, and Masjid Ar-Rahman in the east end.",433,Nine Mile Road,17011
78789,5734415cacc1501500babd29,How many Indian-descended families lived in or around Richmond in 2011?,"Hinduism is actively practiced, particularly in suburban areas of Henrico and Chesterfield. Some 6,000 families of Indian descent resided in the Richmond Region as of 2011. Hindus are served by several temples and cultural centers. The two most familiar are the Cultural Center of India (CCI) located off of Iron Bridge Road in Chesterfield County and the Hindu Center of Virginia in Henrico County which has garnered national fame and awards for being the first LEED certified religious facility in the commonwealth.",97,"6,000",17012
78790,5734415cacc1501500babd2a,What does CCI stand for?,"Hinduism is actively practiced, particularly in suburban areas of Henrico and Chesterfield. Some 6,000 families of Indian descent resided in the Richmond Region as of 2011. Hindus are served by several temples and cultural centers. The two most familiar are the Cultural Center of India (CCI) located off of Iron Bridge Road in Chesterfield County and the Hindu Center of Virginia in Henrico County which has garnered national fame and awards for being the first LEED certified religious facility in the commonwealth.",262,Cultural Center of India,17012
78791,5734415cacc1501500babd2b,In what county can CCI be found?,"Hinduism is actively practiced, particularly in suburban areas of Henrico and Chesterfield. Some 6,000 families of Indian descent resided in the Richmond Region as of 2011. Hindus are served by several temples and cultural centers. The two most familiar are the Cultural Center of India (CCI) located off of Iron Bridge Road in Chesterfield County and the Hindu Center of Virginia in Henrico County which has garnered national fame and awards for being the first LEED certified religious facility in the commonwealth.",328,Chesterfield,17012
78792,5734415cacc1501500babd2c,What road is CCI near?,"Hinduism is actively practiced, particularly in suburban areas of Henrico and Chesterfield. Some 6,000 families of Indian descent resided in the Richmond Region as of 2011. Hindus are served by several temples and cultural centers. The two most familiar are the Cultural Center of India (CCI) located off of Iron Bridge Road in Chesterfield County and the Hindu Center of Virginia in Henrico County which has garnered national fame and awards for being the first LEED certified religious facility in the commonwealth.",308,Iron Bridge,17012
78793,5734415cacc1501500babd2d,"Along with CCI, what is the other Hindu gathering place near Richmond?","Hinduism is actively practiced, particularly in suburban areas of Henrico and Chesterfield. Some 6,000 families of Indian descent resided in the Richmond Region as of 2011. Hindus are served by several temples and cultural centers. The two most familiar are the Cultural Center of India (CCI) located off of Iron Bridge Road in Chesterfield County and the Hindu Center of Virginia in Henrico County which has garnered national fame and awards for being the first LEED certified religious facility in the commonwealth.",356,Hindu Center of Virginia,17012
78794,573441d4acc1501500babd33,What federal court is located in Richmond?,"Law and finance have long been driving forces in the economy. The city is home to both the United States Court of Appeals for the Fourth Circuit, one of 13 United States courts of appeals, and the Federal Reserve Bank of Richmond, one of 12 Federal Reserve Banks, as well as offices for international companies such as Genworth Financial, CapitalOne, Philip Morris USA, and numerous other banks and brokerages. Richmond is also home to four of the largest law firms in the United States: Hunton & Williams, McGuireWoods, Williams Mullen, and LeClairRyan. Another law firm with a major Richmond presence is Troutman Sanders, which merged with Richmond-based Mays & Valentine LLP in 2001.",91,United States Court of Appeals for the Fourth Circuit,17013
78795,573441d4acc1501500babd34,"Along with Philip Morris and CapitalOne, what prominent corporation is present in Richmond?","Law and finance have long been driving forces in the economy. The city is home to both the United States Court of Appeals for the Fourth Circuit, one of 13 United States courts of appeals, and the Federal Reserve Bank of Richmond, one of 12 Federal Reserve Banks, as well as offices for international companies such as Genworth Financial, CapitalOne, Philip Morris USA, and numerous other banks and brokerages. Richmond is also home to four of the largest law firms in the United States: Hunton & Williams, McGuireWoods, Williams Mullen, and LeClairRyan. Another law firm with a major Richmond presence is Troutman Sanders, which merged with Richmond-based Mays & Valentine LLP in 2001.",319,Genworth Financial,17013
78796,573441d4acc1501500babd35,What type of business is LeClairRyan?,"Law and finance have long been driving forces in the economy. The city is home to both the United States Court of Appeals for the Fourth Circuit, one of 13 United States courts of appeals, and the Federal Reserve Bank of Richmond, one of 12 Federal Reserve Banks, as well as offices for international companies such as Genworth Financial, CapitalOne, Philip Morris USA, and numerous other banks and brokerages. Richmond is also home to four of the largest law firms in the United States: Hunton & Williams, McGuireWoods, Williams Mullen, and LeClairRyan. Another law firm with a major Richmond presence is Troutman Sanders, which merged with Richmond-based Mays & Valentine LLP in 2001.",456,law firms,17013
78797,573441d4acc1501500babd36,When did the Troutman Sanders-Mays & Valentine LLP merger occur?,"Law and finance have long been driving forces in the economy. The city is home to both the United States Court of Appeals for the Fourth Circuit, one of 13 United States courts of appeals, and the Federal Reserve Bank of Richmond, one of 12 Federal Reserve Banks, as well as offices for international companies such as Genworth Financial, CapitalOne, Philip Morris USA, and numerous other banks and brokerages. Richmond is also home to four of the largest law firms in the United States: Hunton & Williams, McGuireWoods, Williams Mullen, and LeClairRyan. Another law firm with a major Richmond presence is Troutman Sanders, which merged with Richmond-based Mays & Valentine LLP in 2001.",681,2001,17013
78798,573441d4acc1501500babd37,How many Federal Reserve Banks exist in the United States?,"Law and finance have long been driving forces in the economy. The city is home to both the United States Court of Appeals for the Fourth Circuit, one of 13 United States courts of appeals, and the Federal Reserve Bank of Richmond, one of 12 Federal Reserve Banks, as well as offices for international companies such as Genworth Financial, CapitalOne, Philip Morris USA, and numerous other banks and brokerages. Richmond is also home to four of the largest law firms in the United States: Hunton & Williams, McGuireWoods, Williams Mullen, and LeClairRyan. Another law firm with a major Richmond presence is Troutman Sanders, which merged with Richmond-based Mays & Valentine LLP in 2001.",238,12,17013
78799,5734438f879d6814001ca419,How many square meters of space does Virginia BioTechnology Research Park consist of?,"Richmond is home to the rapidly developing Virginia BioTechnology Research Park, which opened in 1995 as an incubator facility for biotechnology and pharmaceutical companies. Located adjacent to the Medical College of Virginia (MCV) Campus of Virginia Commonwealth University, the park currently[when?] has more than 575,000 square feet (53,400 m2) of research, laboratory and office space for a diverse tenant mix of companies, research institutes, government laboratories and non-profit organizations. The United Network for Organ Sharing, which maintains the nation's organ transplant waiting list, occupies one building in the park. Philip Morris USA opened a $350 million research and development facility in the park in 2007. Once fully developed, park officials expect the site to employ roughly 3,000 scientists, technicians and engineers.",338,"53,400",17014
78800,5734438f879d6814001ca41a,What does the United Network for Organ Sharing do?,"Richmond is home to the rapidly developing Virginia BioTechnology Research Park, which opened in 1995 as an incubator facility for biotechnology and pharmaceutical companies. Located adjacent to the Medical College of Virginia (MCV) Campus of Virginia Commonwealth University, the park currently[when?] has more than 575,000 square feet (53,400 m2) of research, laboratory and office space for a diverse tenant mix of companies, research institutes, government laboratories and non-profit organizations. The United Network for Organ Sharing, which maintains the nation's organ transplant waiting list, occupies one building in the park. Philip Morris USA opened a $350 million research and development facility in the park in 2007. Once fully developed, park officials expect the site to employ roughly 3,000 scientists, technicians and engineers.",548,maintains the nation's organ transplant waiting list,17014
78801,5734438f879d6814001ca41b,What was the cost of the Philip Morris R&D facility opened at the Virginia BioTechnology Research Park?,"Richmond is home to the rapidly developing Virginia BioTechnology Research Park, which opened in 1995 as an incubator facility for biotechnology and pharmaceutical companies. Located adjacent to the Medical College of Virginia (MCV) Campus of Virginia Commonwealth University, the park currently[when?] has more than 575,000 square feet (53,400 m2) of research, laboratory and office space for a diverse tenant mix of companies, research institutes, government laboratories and non-profit organizations. The United Network for Organ Sharing, which maintains the nation's organ transplant waiting list, occupies one building in the park. Philip Morris USA opened a $350 million research and development facility in the park in 2007. Once fully developed, park officials expect the site to employ roughly 3,000 scientists, technicians and engineers.",664,$350 million,17014
78802,5734438f879d6814001ca41c,When did Philip Morris' R&D facility open?,"Richmond is home to the rapidly developing Virginia BioTechnology Research Park, which opened in 1995 as an incubator facility for biotechnology and pharmaceutical companies. Located adjacent to the Medical College of Virginia (MCV) Campus of Virginia Commonwealth University, the park currently[when?] has more than 575,000 square feet (53,400 m2) of research, laboratory and office space for a diverse tenant mix of companies, research institutes, government laboratories and non-profit organizations. The United Network for Organ Sharing, which maintains the nation's organ transplant waiting list, occupies one building in the park. Philip Morris USA opened a $350 million research and development facility in the park in 2007. Once fully developed, park officials expect the site to employ roughly 3,000 scientists, technicians and engineers.",726,2007,17014
78803,5734438f879d6814001ca41d,What Virginia Commonwealth University campus is near Virginia BioTechnology Research Park?,"Richmond is home to the rapidly developing Virginia BioTechnology Research Park, which opened in 1995 as an incubator facility for biotechnology and pharmaceutical companies. Located adjacent to the Medical College of Virginia (MCV) Campus of Virginia Commonwealth University, the park currently[when?] has more than 575,000 square feet (53,400 m2) of research, laboratory and office space for a diverse tenant mix of companies, research institutes, government laboratories and non-profit organizations. The United Network for Organ Sharing, which maintains the nation's organ transplant waiting list, occupies one building in the park. Philip Morris USA opened a $350 million research and development facility in the park in 2007. Once fully developed, park officials expect the site to employ roughly 3,000 scientists, technicians and engineers.",199,Medical College of Virginia,17014
78804,573443f3acc1501500babd3d,"What periodical called Richmond ""The Next Great American Food City""?","Richmond is also fast-becoming known for its food scene, with several restaurants in the Fan, Church Hill, Jackson Ward and elsewhere around the city generating regional and national attention for their fare. Departures magazine named Richmond ""The Next Great American Food City"" in August 2014. Also in 2014, Southern Living magazine named three Richmond restaurants – Comfort, Heritage and The Roosevelt – among its ""100 Best Restaurants in the South"", while Metzger Bar & Butchery made its ""Best New Restaurants: 12 To Watch"" list. Craft beer and liquor production is also growing in the River City, with twelve micro-breweries in city proper; the oldest is Legend Brewery, founded in 1994. Three distilleries, Reservoir Distillery, Belle Isle Craft Spirits and James River Distillery, were established in 2010, 2013 and 2014, respectively.",209,Departures magazine,17015
78805,573443f3acc1501500babd3e,"According to Southern Living, what are the three best restaurants in Richmond?","Richmond is also fast-becoming known for its food scene, with several restaurants in the Fan, Church Hill, Jackson Ward and elsewhere around the city generating regional and national attention for their fare. Departures magazine named Richmond ""The Next Great American Food City"" in August 2014. Also in 2014, Southern Living magazine named three Richmond restaurants – Comfort, Heritage and The Roosevelt – among its ""100 Best Restaurants in the South"", while Metzger Bar & Butchery made its ""Best New Restaurants: 12 To Watch"" list. Craft beer and liquor production is also growing in the River City, with twelve micro-breweries in city proper; the oldest is Legend Brewery, founded in 1994. Three distilleries, Reservoir Distillery, Belle Isle Craft Spirits and James River Distillery, were established in 2010, 2013 and 2014, respectively.",370,"Comfort, Heritage and The Roosevelt",17015
78806,573443f3acc1501500babd3f,How many microbreweries exist in Richmond?,"Richmond is also fast-becoming known for its food scene, with several restaurants in the Fan, Church Hill, Jackson Ward and elsewhere around the city generating regional and national attention for their fare. Departures magazine named Richmond ""The Next Great American Food City"" in August 2014. Also in 2014, Southern Living magazine named three Richmond restaurants – Comfort, Heritage and The Roosevelt – among its ""100 Best Restaurants in the South"", while Metzger Bar & Butchery made its ""Best New Restaurants: 12 To Watch"" list. Craft beer and liquor production is also growing in the River City, with twelve micro-breweries in city proper; the oldest is Legend Brewery, founded in 1994. Three distilleries, Reservoir Distillery, Belle Isle Craft Spirits and James River Distillery, were established in 2010, 2013 and 2014, respectively.",608,twelve,17015
78807,573443f3acc1501500babd40,What was the first microbrewery to set up shop in Richmond?,"Richmond is also fast-becoming known for its food scene, with several restaurants in the Fan, Church Hill, Jackson Ward and elsewhere around the city generating regional and national attention for their fare. Departures magazine named Richmond ""The Next Great American Food City"" in August 2014. Also in 2014, Southern Living magazine named three Richmond restaurants – Comfort, Heritage and The Roosevelt – among its ""100 Best Restaurants in the South"", while Metzger Bar & Butchery made its ""Best New Restaurants: 12 To Watch"" list. Craft beer and liquor production is also growing in the River City, with twelve micro-breweries in city proper; the oldest is Legend Brewery, founded in 1994. Three distilleries, Reservoir Distillery, Belle Isle Craft Spirits and James River Distillery, were established in 2010, 2013 and 2014, respectively.",661,Legend Brewery,17015
78808,573443f3acc1501500babd41,When was James River Distillery founded?,"Richmond is also fast-becoming known for its food scene, with several restaurants in the Fan, Church Hill, Jackson Ward and elsewhere around the city generating regional and national attention for their fare. Departures magazine named Richmond ""The Next Great American Food City"" in August 2014. Also in 2014, Southern Living magazine named three Richmond restaurants – Comfort, Heritage and The Roosevelt – among its ""100 Best Restaurants in the South"", while Metzger Bar & Butchery made its ""Best New Restaurants: 12 To Watch"" list. Craft beer and liquor production is also growing in the River City, with twelve micro-breweries in city proper; the oldest is Legend Brewery, founded in 1994. Three distilleries, Reservoir Distillery, Belle Isle Craft Spirits and James River Distillery, were established in 2010, 2013 and 2014, respectively.",824,2014,17015
78809,573444a1879d6814001ca43d,"What movie, which filmed in Richmond, featured Daniel Day-Lewis?","Additionally, Richmond is gaining attention from the film and television industry, with several high-profile films shot in the metro region in the past few years, including the major motion picture Lincoln which led to Daniel Day-Lewis's third Oscar, Killing Kennedy with Rob Lowe, airing on the National Geographic Channel and Turn, starring Jamie Bell and airing on AMC. In 2015 Richmond will be the main filming location for the upcoming PBS drama series Mercy Street, which will premiere in Winter 2016. Several organizations, including the Virginia Film Office and the Virginia Production Alliance, along with events like the Richmond International Film Festival and French Film Festival, continue to put draw supporters of film and media to the region.",198,Lincoln,17016
78810,573444a1879d6814001ca43e,Who notably appeared in Killing Kennedy?,"Additionally, Richmond is gaining attention from the film and television industry, with several high-profile films shot in the metro region in the past few years, including the major motion picture Lincoln which led to Daniel Day-Lewis's third Oscar, Killing Kennedy with Rob Lowe, airing on the National Geographic Channel and Turn, starring Jamie Bell and airing on AMC. In 2015 Richmond will be the main filming location for the upcoming PBS drama series Mercy Street, which will premiere in Winter 2016. Several organizations, including the Virginia Film Office and the Virginia Production Alliance, along with events like the Richmond International Film Festival and French Film Festival, continue to put draw supporters of film and media to the region.",272,Rob Lowe,17016
78811,573444a1879d6814001ca43f,On what television channel can the show Turn be seen?,"Additionally, Richmond is gaining attention from the film and television industry, with several high-profile films shot in the metro region in the past few years, including the major motion picture Lincoln which led to Daniel Day-Lewis's third Oscar, Killing Kennedy with Rob Lowe, airing on the National Geographic Channel and Turn, starring Jamie Bell and airing on AMC. In 2015 Richmond will be the main filming location for the upcoming PBS drama series Mercy Street, which will premiere in Winter 2016. Several organizations, including the Virginia Film Office and the Virginia Production Alliance, along with events like the Richmond International Film Festival and French Film Festival, continue to put draw supporters of film and media to the region.",368,AMC,17016
78812,573444a1879d6814001ca440,When will Mercy Street first be shown on television?,"Additionally, Richmond is gaining attention from the film and television industry, with several high-profile films shot in the metro region in the past few years, including the major motion picture Lincoln which led to Daniel Day-Lewis's third Oscar, Killing Kennedy with Rob Lowe, airing on the National Geographic Channel and Turn, starring Jamie Bell and airing on AMC. In 2015 Richmond will be the main filming location for the upcoming PBS drama series Mercy Street, which will premiere in Winter 2016. Several organizations, including the Virginia Film Office and the Virginia Production Alliance, along with events like the Richmond International Film Festival and French Film Festival, continue to put draw supporters of film and media to the region.",495,Winter 2016,17016
78813,573444a1879d6814001ca441,What channel is Killing Kennedy on?,"Additionally, Richmond is gaining attention from the film and television industry, with several high-profile films shot in the metro region in the past few years, including the major motion picture Lincoln which led to Daniel Day-Lewis's third Oscar, Killing Kennedy with Rob Lowe, airing on the National Geographic Channel and Turn, starring Jamie Bell and airing on AMC. In 2015 Richmond will be the main filming location for the upcoming PBS drama series Mercy Street, which will premiere in Winter 2016. Several organizations, including the Virginia Film Office and the Virginia Production Alliance, along with events like the Richmond International Film Festival and French Film Festival, continue to put draw supporters of film and media to the region.",296,National Geographic Channel,17016
